date,county,quantile,hosp_census_with_covid,cases,icu,death,cum_death,prev_cum_est_deaths,total_cum_death
2022-06-19,Contra Costa,0.5,89,2756.5,13,8,233,1075,1308
2022-06-19,Contra Costa,0.05,63.94999999999993,579.9499999999999,7,3,202,1075,1277
2022-06-19,Contra Costa,0.95,117,7985.199999999997,20,13,265,1075,1340
2022-06-26,Contra Costa,0.5,90,2945.5,13,8,241,1075,1316
2022-06-26,Contra Costa,0.05,65,629,7,3,209,1075,1284
2022-06-26,Contra Costa,0.95,119,8426.999999999985,20,13,273,1075,1348
2022-07-03,Contra Costa,0.5,95,3196,13,8,249,1075,1324
2022-07-03,Contra Costa,0.05,68,686.8499999999998,7,4,216,1075,1291
2022-07-03,Contra Costa,0.95,126,9080.149999999998,21,13,281.0499999999993,1075,1356.0499999999993
2022-07-10,Contra Costa,0.5,100,3315.5,14,8,257,1075,1332
2022-07-10,Contra Costa,0.05,74,658,8,4,225,1075,1300
2022-07-10,Contra Costa,0.95,132,9502.249999999996,22,14,291,1075,1366
2022-07-17,Contra Costa,0.5,105,3459.5,15,9,266,1075,1341
2022-07-17,Contra Costa,0.05,77,739.9499999999999,8,4,233,1075,1308
2022-07-17,Contra Costa,0.95,137,9993.69999999999,23,14,300.0499999999993,1075,1375.0499999999993
2022-07-24,Contra Costa,0.5,108,3511.5,15,9,275,1075,1350
2022-07-24,Contra Costa,0.05,79,763.8499999999998,9,4,242,1075,1317
2022-07-24,Contra Costa,0.95,141,10213.69999999999,23,15,311,1075,1386
2022-07-31,Contra Costa,0.5,105,3320,15,9,285,1075,1360
2022-07-31,Contra Costa,0.05,76,717.8999999999999,8,4,250,1075,1325
2022-07-31,Contra Costa,0.95,138,9681.499999999993,23,15,321,1075,1396
2022-08-07,Contra Costa,0.5,94,2823.5,14,9,294,1075,1369
2022-08-07,Contra Costa,0.05,68,600,8,4,258,1075,1333
2022-08-07,Contra Costa,0.95,126,8004.0999999999985,22,14,330,1075,1405
2022-08-14,Contra Costa,0.5,79,2218.5,12,8,302,1075,1377
2022-08-14,Contra Costa,0.05,55,462.94999999999993,6,4,266,1075,1341
2022-08-14,Contra Costa,0.95,106,6243.299999999996,19,13,339,1075,1414
2022-08-21,Contra Costa,0.5,65,1873,10,6,308,1075,1383
2022-08-21,Contra Costa,0.05,46,379,5,3,271,1075,1346
2022-08-21,Contra Costa,0.95,89,5436.049999999999,16,11,346,1075,1421
2022-08-28,Contra Costa,0.5,60,1835.5,9,5,314,1075,1389
2022-08-28,Contra Costa,0.05,40,393.94999999999993,4,2,276,1075,1351
2022-08-28,Contra Costa,0.95,82,5329.349999999995,14,10,352,1075,1427
2022-09-04,Contra Costa,0.5,59,1949.5,8,5,319,1075,1394
2022-09-04,Contra Costa,0.05,39,420,4,2,281,1075,1356
2022-09-04,Contra Costa,0.95,83,5553.199999999997,14,9,358,1075,1433
2022-09-11,Contra Costa,0.5,62,2020.5,9,5,324,1075,1399
2022-09-11,Contra Costa,0.05,39,419.94999999999993,4,2,285,1075,1360
2022-09-11,Contra Costa,0.95,89,6067.249999999996,15,9,364,1075,1439
2022-09-18,Contra Costa,0.5,64,2106.5,9,5,330,1075,1405
2022-09-18,Contra Costa,0.05,39,429,4,2,290,1075,1365
2022-09-18,Contra Costa,0.95,97,6269.0999999999985,16,10,370,1075,1445
2022-09-25,Contra Costa,0.5,66,2220,9,5,336,1075,1411
2022-09-25,Contra Costa,0.05,38,455.89999999999986,4,2,295,1075,1370
2022-09-25,Contra Costa,0.95,109,6803.0999999999985,17,10,376,1075,1451
2022-10-02,Contra Costa,0.5,69,2255,10,6,342,1075,1417
2022-10-02,Contra Costa,0.05,37,436.94999999999993,4,2,301,1075,1376
2022-10-02,Contra Costa,0.95,122,7371.0999999999985,19,11,383,1075,1458
2022-10-09,Contra Costa,0.5,71,2361.5,10,6,348,1075,1423
2022-10-09,Contra Costa,0.05,36,430.89999999999986,4,2,307,1075,1382
2022-10-09,Contra Costa,0.95,138,7923.199999999997,21,12,389,1075,1464
2022-10-16,Contra Costa,0.5,73,2387,10,6,354,1075,1429
2022-10-16,Contra Costa,0.05,34,418.94999999999993,4,2,313,1075,1388
2022-10-16,Contra Costa,0.95,152,8505,23,13,397,1075,1472
2022-10-23,Contra Costa,0.5,76,2514,11,6,361,1075,1436
2022-10-23,Contra Costa,0.05,33,460,4,2,318,1075,1393
2022-10-23,Contra Costa,0.95,167,9087.949999999986,25,14,405,1075,1480
2022-10-30,Contra Costa,0.5,78,2532,11,7,369,1075,1444
2022-10-30,Contra Costa,0.05,32,466,4,2,325,1075,1400
2022-10-30,Contra Costa,0.95,179,9607.599999999991,27,15,415,1075,1490
2022-11-06,Contra Costa,0.5,80,2592,11,7,376,1075,1451
2022-11-06,Contra Costa,0.05,31,421.94999999999993,4,2,330,1075,1405
2022-11-06,Contra Costa,0.95,190,9826.999999999985,28,16,425,1075,1500
2022-11-13,Contra Costa,0.5,82,2620,12,7,384,1075,1459
2022-11-13,Contra Costa,0.05,30,474,3,2,336,1075,1411
2022-11-13,Contra Costa,0.95,200,10110.64999999999,29,17,437,1075,1512
2022-11-20,Contra Costa,0.5,85,2677,12,7,391,1075,1466
2022-11-20,Contra Costa,0.05,29,457.8499999999998,3,2,340,1075,1415
2022-11-20,Contra Costa,0.95,206,10736.799999999988,31,17,450,1075,1525
2022-11-27,Contra Costa,0.5,86,2727.5,12,7,399,1075,1474
2022-11-27,Contra Costa,0.05,29,437,3,2,345,1075,1420
2022-11-27,Contra Costa,0.95,211,10612.69999999999,31,18,463,1075,1538
2021-12-19,Del Norte,0.5,1,16,0,0,0,42,42
2021-12-19,Del Norte,0.05,0,6,0,0,0,42,42
2021-12-19,Del Norte,0.95,5,29,2,2,2,42,44
2021-12-26,Del Norte,0.5,1,29,0,0,0,42,42
2021-12-26,Del Norte,0.05,0,14,0,0,0,42,42
2021-12-26,Del Norte,0.95,5,48,2,1,2,42,44
2022-01-02,Del Norte,0.5,2,60,0,0,0,42,42
2022-01-02,Del Norte,0.05,0,32,0,0,0,42,42
2022-01-02,Del Norte,0.95,7,95,2,1,2,42,44
2022-01-09,Del Norte,0.5,5,120,1,0,1,42,43
2022-01-09,Del Norte,0.05,1,69,0,0,0,42,42
2022-01-09,Del Norte,0.95,11,184,3,1,3,42,45
2022-01-16,Del Norte,0.5,7,199,1,0,1,42,43
2022-01-16,Del Norte,0.05,2,119,0,0,0,42,42
2022-01-16,Del Norte,0.95,16,299,4,2,3,42,45
2022-01-23,Del Norte,0.5,11,279,2,0,1,42,43
2022-01-23,Del Norte,0.05,4,166,0,0,0,42,42
2022-01-23,Del Norte,0.95,22,419,5,2,5,42,47
2022-01-30,Del Norte,0.5,13,305,2,1,2,42,44
2022-01-30,Del Norte,0.05,5,186,0,0,0,42,42
2022-01-30,Del Norte,0.95,25,462,6,3,6,42,48
2022-02-06,Del Norte,0.5,12,274,2,1,3,42,45
2022-02-06,Del Norte,0.05,5,166,0,0,0,42,42
2022-02-06,Del Norte,0.95,24,408,6,4,8,42,50
2022-02-13,Del Norte,0.5,11,216,2,1,4,42,46
2022-02-13,Del Norte,0.05,4,126,0,0,1,42,43
2022-02-13,Del Norte,0.95,22,324,6,4,10,42,52
2022-02-20,Del Norte,0.5,8,147,2,0,5,42,47
2022-02-20,Del Norte,0.05,2,88,0,0,1,42,43
2022-02-20,Del Norte,0.95,17,228,5,3,11,42,53
2022-02-27,Del Norte,0.5,5,92,1,0,6,42,48
2022-02-27,Del Norte,0.05,1,53,0,0,2,42,44
2022-02-27,Del Norte,0.95,13,148,4,2,12,42,54
2022-03-06,Del Norte,0.5,4,58,1,0,6,42,48
2022-03-06,Del Norte,0.05,0,32,0,0,2,42,44
2022-03-06,Del Norte,0.95,9,92,3,2,13,42,55
2022-03-13,Del Norte,0.5,1,35,0,0,7,42,49
2022-03-13,Del Norte,0.05,0,19,0,0,2,42,44
2022-03-13,Del Norte,0.95,6,59,2,1,13,42,55
2022-03-20,Del Norte,0.5,1,22,0,0,7,42,49
2022-03-20,Del Norte,0.05,0,11,0,0,2,42,44
2022-03-20,Del Norte,0.95,5,40,2,1,14,42,56
2022-03-27,Del Norte,0.5,0,16,0,0,7,42,49
2022-03-27,Del Norte,0.05,0,7,0,0,2,42,44
2022-03-27,Del Norte,0.95,3,28,1,1,14,42,56
2022-04-03,Del Norte,0.5,0,13,0,0,7,42,49
2022-04-03,Del Norte,0.05,0,6,0,0,2,42,44
2022-04-03,Del Norte,0.95,3,24,1,1,14,42,56
2022-04-10,Del Norte,0.5,0,12,0,0,7,42,49
2022-04-10,Del Norte,0.05,0,5,0,0,2,42,44
2022-04-10,Del Norte,0.95,3,22,1,1,14,42,56
2022-04-17,Del Norte,0.5,0,14,0,0,7,42,49
2022-04-17,Del Norte,0.05,0,6,0,0,3,42,45
2022-04-17,Del Norte,0.95,3,25,1,1,14,42,56
2022-04-24,Del Norte,0.5,0,19,0,0,7,42,49
2022-04-24,Del Norte,0.05,0,10,0,0,3,42,45
2022-04-24,Del Norte,0.95,3,32,1,1,14,42,56
2022-05-01,Del Norte,0.5,1,30,0,0,7,42,49
2022-05-01,Del Norte,0.05,0,16,0,0,3,42,45
2022-05-01,Del Norte,0.95,3,48,1,1,14,42,56
2022-05-08,Del Norte,0.5,1,48,0,0,7,42,49
2022-05-08,Del Norte,0.05,0,27,0,0,3,42,45
2022-05-08,Del Norte,0.95,4,77,1,1,14,42,56
2022-05-15,Del Norte,0.5,2,72,0,0,8,42,50
2022-05-15,Del Norte,0.05,0,39,0,0,3,42,45
2022-05-15,Del Norte,0.95,6,109,2,1,15,42,57
2022-05-22,Del Norte,0.5,2,81,0,0,8,42,50
2022-05-22,Del Norte,0.05,0,45,0,0,3,42,45
2022-05-22,Del Norte,0.95,7,124,2,1,15,42,57
2022-05-29,Del Norte,0.5,2,75,0,0,8,42,50
2022-05-29,Del Norte,0.05,0,45,0,0,3,42,45
2022-05-29,Del Norte,0.95,7,114,2,1,15,42,57
2022-06-05,Del Norte,0.5,2,74,0,0,8,42,50
2022-06-05,Del Norte,0.05,0,45,0,0,3,42,45
2022-06-05,Del Norte,0.95,7,115,2,1,16,42,58
2022-06-12,Del Norte,0.5,2,82,0,0,9,42,51
2022-06-12,Del Norte,0.05,0,50,0,0,3,42,45
2022-06-12,Del Norte,0.95,7,127,2,1,16,42,58
2022-06-19,Del Norte,0.5,2,99,0,0,9,42,51
2022-06-19,Del Norte,0.05,0,61,0,0,4,42,46
2022-06-19,Del Norte,0.95,8,155,2,1,16,42,58
2022-06-26,Del Norte,0.5,3,123,0,0,9,42,51
2022-06-26,Del Norte,0.05,0,77,0,0,4,42,46
2022-06-26,Del Norte,0.95,9,192,2,2,17,42,59
2022-07-03,Del Norte,0.5,5,146,1,0,10,42,52
2022-07-03,Del Norte,0.05,1,92,0,0,4,42,46
2022-07-03,Del Norte,0.95,11,221.04999999999927,3,2,18,42,60
2022-07-10,Del Norte,0.5,5,160,1,0,10,42,52
2022-07-10,Del Norte,0.05,1,98,0,0,4,42,46
2022-07-10,Del Norte,0.95,12,241,3,2,18,42,60
2022-07-17,Del Norte,0.5,5,145,1,0,11,42,53
2022-07-17,Del Norte,0.05,1,93,0,0,5,42,47
2022-07-17,Del Norte,0.95,11,223,3,2,19,42,61
2022-07-24,Del Norte,0.5,4,109,1,0,11,42,53
2022-07-24,Del Norte,0.05,1,69,0,0,5,42,47
2022-07-24,Del Norte,0.95,10,174,3,2,20,42,62
2022-07-31,Del Norte,0.5,2,82,0,0,12,42,54
2022-07-31,Del Norte,0.05,0,51,0,0,5,42,47
2022-07-31,Del Norte,0.95,8,132,2,2,20,42,62
2022-08-07,Del Norte,0.5,2,63,0,0,12,42,54
2022-08-07,Del Norte,0.05,0,39,0,0,5,42,47
2022-08-07,Del Norte,0.95,7,106,2,2,20,42,62
2022-08-14,Del Norte,0.5,1,52,0,0,12,42,54
2022-08-14,Del Norte,0.05,0,31,0,0,6,42,48
2022-08-14,Del Norte,0.95,6,87,2,1,21,42,63
2022-08-21,Del Norte,0.5,1,39,0,0,12,42,54
2022-08-21,Del Norte,0.05,0,22,0,0,6,42,48
2022-08-21,Del Norte,0.95,5,65,1,1,21,42,63
2022-08-28,Del Norte,0.5,1,29,0,0,12,42,54
2022-08-28,Del Norte,0.05,0,16,0,0,6,42,48
2022-08-28,Del Norte,0.95,4,49,1,1,21,42,63
2022-09-04,Del Norte,0.5,0,20,0,0,13,42,55
2022-09-04,Del Norte,0.05,0,10,0,0,6,42,48
2022-09-04,Del Norte,0.95,3,37,1,1,21,42,63
2022-09-11,Del Norte,0.5,0,15,0,0,13,42,55
2022-09-11,Del Norte,0.05,0,6,0,0,6,42,48
2022-09-11,Del Norte,0.95,3,29,1,1,21,42,63
2022-09-18,Del Norte,0.5,0,11,0,0,13,42,55
2022-09-18,Del Norte,0.05,0,4,0,0,6,42,48
2022-09-18,Del Norte,0.95,3,25,1,1,22,42,64
2022-09-25,Del Norte,0.5,0,8,0,0,13,42,55
2022-09-25,Del Norte,0.05,0,2,0,0,6,42,48
2022-09-25,Del Norte,0.95,2,21,1,0,22,42,64
2022-10-02,Del Norte,0.5,0,6,0,0,13,42,55
2022-10-02,Del Norte,0.05,0,1,0,0,6,42,48
2022-10-02,Del Norte,0.95,2,19,1,0,22,42,64
2022-10-09,Del Norte,0.5,0,5,0,0,13,42,55
2022-10-09,Del Norte,0.05,0,1,0,0,6,42,48
2022-10-09,Del Norte,0.95,1,18,0,0,22,42,64
2022-10-16,Del Norte,0.5,0,4,0,0,13,42,55
2022-10-16,Del Norte,0.05,0,0,0,0,6,42,48
2022-10-16,Del Norte,0.95,1,18,0,0,22,42,64
2022-10-23,Del Norte,0.5,0,3,0,0,13,42,55
2022-10-23,Del Norte,0.05,0,0,0,0,6,42,48
2022-10-23,Del Norte,0.95,1,17,0,0,22,42,64
2022-10-30,Del Norte,0.5,0,3,0,0,13,42,55
2022-10-30,Del Norte,0.05,0,0,0,0,6,42,48
2022-10-30,Del Norte,0.95,1,17,0,0,22,42,64
2022-11-06,Del Norte,0.5,0,2,0,0,13,42,55
2022-11-06,Del Norte,0.05,0,0,0,0,6,42,48
2022-11-06,Del Norte,0.95,1,18,0,0,22,42,64
2022-11-13,Del Norte,0.5,0,2,0,0,13,42,55
2022-11-13,Del Norte,0.05,0,0,0,0,6,42,48
2022-11-13,Del Norte,0.95,1,18,0,0,22,42,64
2022-11-20,Del Norte,0.5,0,1,0,0,13,42,55
2022-11-20,Del Norte,0.05,0,0,0,0,6,42,48
2022-11-20,Del Norte,0.95,1,19,0,0,22,42,64
2022-11-27,Del Norte,0.5,0,1,0,0,13,42,55
2022-11-27,Del Norte,0.05,0,0,0,0,6,42,48
2022-11-27,Del Norte,0.95,1,20,0,0,22,42,64
2021-12-19,El Dorado,0.5,10,242,3,1,1,173,174
2021-12-19,El Dorado,0.05,1,202,0,0,0,173,173
2021-12-19,El Dorado,0.95,24,287,7,4,4,173,177
2021-12-26,El Dorado,0.5,13,430,2,1,2,173,175
2021-12-26,El Dorado,0.05,3,374,0,0,0,173,173
2021-12-26,El Dorado,0.95,34,489,7,3,6,173,179
2022-01-02,El Dorado,0.5,26,1094,3,1,3,173,176
2022-01-02,El Dorado,0.05,7,988,0,0,0,173,173
2022-01-02,El Dorado,0.95,60,1197,9,4,8,173,181
2022-01-09,El Dorado,0.5,52,2095,7,2,5,173,178
2022-01-09,El Dorado,0.05,17,1913.9499999999998,2,0,1,173,174
2022-01-09,El Dorado,0.95,119,2253,17,6,11,173,184
2022-01-16,El Dorado,0.5,73,2085,11,3,9,173,182
2022-01-16,El Dorado,0.05,24,1922,3,0,3,173,176
2022-01-16,El Dorado,0.95,160,2228,26,11,18,173,191
2022-01-23,El Dorado,0.5,72,1495,13,4,14,173,187
2022-01-23,El Dorado,0.05,25,1375,4,0,5,173,178
2022-01-23,El Dorado,0.95,161,1613,30,14,27,173,200
2022-01-30,El Dorado,0.5,58,828,12,4,19,173,192
2022-01-30,El Dorado,0.05,18,750,3,0,8,173,181
2022-01-30,El Dorado,0.95,128,917,27,14,35,173,208
2022-02-06,El Dorado,0.5,39,492,9,4,23,173,196
2022-02-06,El Dorado,0.05,12,434,2,0,11,173,184
2022-02-06,El Dorado,0.95,89,556,21,11,41,173,214
2022-02-13,El Dorado,0.5,25,291,6,3,27,173,200
2022-02-13,El Dorado,0.05,7,250,1,0,13,173,186
2022-02-13,El Dorado,0.95,59,340,15,9,45,173,218
2022-02-20,El Dorado,0.5,16,178,4,2,29,173,202
2022-02-20,El Dorado,0.05,4,148,1,0,15,173,188
2022-02-20,El Dorado,0.95,38,215,10,6,48,173,221
2022-02-27,El Dorado,0.5,9,115,2,1,30,173,203
2022-02-27,El Dorado,0.05,2,91,0,0,16,173,189
2022-02-27,El Dorado,0.95,25,145,7,4,50,173,223
2022-03-06,El Dorado,0.5,5,83,1,1,31,173,204
2022-03-06,El Dorado,0.05,1,62,0,0,16,173,189
2022-03-06,El Dorado,0.95,16,106,5,3,51,173,224
2022-03-13,El Dorado,0.5,4,56,1,0,32,173,205
2022-03-13,El Dorado,0.05,0,41,0,0,17,173,190
2022-03-13,El Dorado,0.95,11,74,3,2,51,173,224
2022-03-20,El Dorado,0.5,2,47,0,0,32,173,205
2022-03-20,El Dorado,0.05,0,34,0,0,17,173,190
2022-03-20,El Dorado,0.95,7,64,2,2,52,173,225
2022-03-27,El Dorado,0.5,1,48,0,0,32,173,205
2022-03-27,El Dorado,0.05,0,35,0,0,18,173,191
2022-03-27,El Dorado,0.95,6,67,2,1,52,173,225
2022-04-03,El Dorado,0.5,1,50,0,0,32,173,205
2022-04-03,El Dorado,0.05,0,36,0,0,18,173,191
2022-04-03,El Dorado,0.95,6,67,2,1,52,173,225
2022-04-10,El Dorado,0.5,1,53,0,0,32,173,205
2022-04-10,El Dorado,0.05,0,40,0,0,18,173,191
2022-04-10,El Dorado,0.95,5,71,1,1,52,173,225
2022-04-17,El Dorado,0.5,1,64,0,0,33,173,206
2022-04-17,El Dorado,0.05,0,50,0,0,18,173,191
2022-04-17,El Dorado,0.95,5,83,1,1,53,173,226
2022-04-24,El Dorado,0.5,1,91,0,0,33,173,206
2022-04-24,El Dorado,0.05,0,73,0,0,18,173,191
2022-04-24,El Dorado,0.95,5,112,1,1,53,173,226
2022-05-01,El Dorado,0.5,2,124,0,0,33,173,206
2022-05-01,El Dorado,0.05,0,103,0,0,18,173,191
2022-05-01,El Dorado,0.95,7,149,2,1,53,173,226
2022-05-08,El Dorado,0.5,2,173,0,0,33,173,206
2022-05-08,El Dorado,0.05,0,145,0,0,18,173,191
2022-05-08,El Dorado,0.95,9,203,2,1,53,173,226
2022-05-15,El Dorado,0.5,3,253,0,0,33,173,206
2022-05-15,El Dorado,0.05,0,222,0,0,18,173,191
2022-05-15,El Dorado,0.95,11,289,2,2,54,173,227
2022-05-22,El Dorado,0.5,6,348,1,0,34,173,207
2022-05-22,El Dorado,0.05,1,306,0,0,19,173,192
2022-05-22,El Dorado,0.95,15,403,3,2,54,173,227
2022-05-29,El Dorado,0.5,7,387,1,0,35,173,208
2022-05-29,El Dorado,0.05,1,347,0,0,20,173,193
2022-05-29,El Dorado,0.95,18,430,4,2,55,173,228
2022-06-05,El Dorado,0.5,8,425,1,0,35,173,208
2022-06-05,El Dorado,0.05,1,382,0,0,20,173,193
2022-06-05,El Dorado,0.95,20,468,4,3,56,173,229
2022-06-12,El Dorado,0.5,8,350,1,1,36,173,209
2022-06-12,El Dorado,0.05,1,313,0,0,21,173,194
2022-06-12,El Dorado,0.95,20,388,4,3,57,173,230
2022-06-19,El Dorado,0.5,7,327,1,0,37,173,210
2022-06-19,El Dorado,0.05,1,288,0,0,22,173,195
2022-06-19,El Dorado,0.95,19,365,4,3,58,173,231
2022-06-26,El Dorado,0.5,7,404,1,0,38,173,211
2022-06-26,El Dorado,0.05,1,341,0,0,22,173,195
2022-06-26,El Dorado,0.95,19,459,4,3,58,173,231
2022-07-03,El Dorado,0.5,7,370,1,0,39,173,212
2022-07-03,El Dorado,0.05,1,304,0,0,23,173,196
2022-07-03,El Dorado,0.95,20,429,4,3,60,173,233
2022-07-10,El Dorado,0.5,7,345,1,1,39,173,212
2022-07-10,El Dorado,0.05,1,307,0,0,24,173,197
2022-07-10,El Dorado,0.95,19,385,4,3,61,173,234
2022-07-17,El Dorado,0.5,7,313,1,0,40,173,213
2022-07-17,El Dorado,0.05,1,269,0,0,24,173,197
2022-07-17,El Dorado,0.95,19,364,4,3,61,173,234
2022-07-24,El Dorado,0.5,6,287,1,0,41,173,214
2022-07-24,El Dorado,0.05,1,249,0,0,25,173,198
2022-07-24,El Dorado,0.95,17,331,4,3,62,173,235
2022-07-31,El Dorado,0.5,6,257,1,0,42,173,215
2022-07-31,El Dorado,0.05,1,226,0,0,25,173,198
2022-07-31,El Dorado,0.95,15,291,3,3,63,173,236
2022-08-07,El Dorado,0.5,5,208,1,0,42,173,215
2022-08-07,El Dorado,0.05,1,180,0,0,26,173,199
2022-08-07,El Dorado,0.95,14,238.04999999999927,3,2,64,173,237
2022-08-14,El Dorado,0.5,5,187,1,0,43,173,216
2022-08-14,El Dorado,0.05,0,158,0,0,26,173,199
2022-08-14,El Dorado,0.95,13,219,3,2,64,173,237
2022-08-21,El Dorado,0.5,4,158,1,0,43,173,216
2022-08-21,El Dorado,0.05,0,135,0,0,27,173,200
2022-08-21,El Dorado,0.95,12,183,3,2,65,173,238
2022-08-28,El Dorado,0.5,3,148,0,0,44,173,217
2022-08-28,El Dorado,0.05,0,125,0,0,27,173,200
2022-08-28,El Dorado,0.95,10,173,2,2,65,173,238
2022-09-04,El Dorado,0.5,3,149,0,0,44,173,217
2022-09-04,El Dorado,0.05,0,122,0,0,28,173,201
2022-09-04,El Dorado,0.95,9,176,2,2,66,173,239
2022-09-11,El Dorado,0.5,3,143,0,0,44,173,217
2022-09-11,El Dorado,0.05,0,113,0,0,28,173,201
2022-09-11,El Dorado,0.95,9,179.04999999999927,2,2,66,173,239
2022-09-18,El Dorado,0.5,2,135,0,0,45,173,218
2022-09-18,El Dorado,0.05,0,103,0,0,28,173,201
2022-09-18,El Dorado,0.95,9,187,2,2,67,173,240
2022-09-25,El Dorado,0.5,2,130,0,0,45,173,218
2022-09-25,El Dorado,0.05,0,95,0,0,28,173,201
2022-09-25,El Dorado,0.95,9,193,2,2,67,173,240
2022-10-02,El Dorado,0.5,2,123,0,0,45,173,218
2022-10-02,El Dorado,0.05,0,87,0,0,29,173,202
2022-10-02,El Dorado,0.95,9,202,2,1,67,173,240
2022-10-09,El Dorado,0.5,2,118,0,0,46,173,219
2022-10-09,El Dorado,0.05,0,80,0,0,29,173,202
2022-10-09,El Dorado,0.95,9,210,2,1,68,173,241
2022-10-16,El Dorado,0.5,2,113,0,0,46,173,219
2022-10-16,El Dorado,0.05,0,74,0,0,29,173,202
2022-10-16,El Dorado,0.95,9,218,2,1,68,173,241
2022-10-23,El Dorado,0.5,2,109,0,0,46,173,219
2022-10-23,El Dorado,0.05,0,68,0,0,29,173,202
2022-10-23,El Dorado,0.95,8,227.04999999999927,2,1,68,173,241
2022-10-30,El Dorado,0.5,2,105,0,0,47,173,220
2022-10-30,El Dorado,0.05,0,63,0,0,30,173,203
2022-10-30,El Dorado,0.95,9,240,2,1,68,173,241
2022-11-06,El Dorado,0.5,2,101,0,0,47,173,220
2022-11-06,El Dorado,0.05,0,59,0,0,30,173,203
2022-11-06,El Dorado,0.95,9,247,2,1,69,173,242
2022-11-13,El Dorado,0.5,2,97.5,0,0,47,173,220
2022-11-13,El Dorado,0.05,0,54,0,0,30,173,203
2022-11-13,El Dorado,0.95,9,258,2,1,69,173,242
2022-11-20,El Dorado,0.5,2,95,0,0,48,173,221
2022-11-20,El Dorado,0.05,0,50,0,0,30,173,203
2022-11-20,El Dorado,0.95,9,268,2,1,69,173,242
2022-11-27,El Dorado,0.5,2,91,0,0,48,173,221
2022-11-27,El Dorado,0.05,0,47,0,0,30,173,203
2022-11-27,El Dorado,0.95,9,279.0499999999993,2,1,70,173,243
2021-12-19,Fresno,0.5,152,1091.5,36,17,17,2391,2408
2021-12-19,Fresno,0.05,119,137,26,10,10,2391,2401
2021-12-19,Fresno,0.95,190,3751.149999999998,48,24,24,2391,2415
2021-12-26,Fresno,0.5,168,1431,33,14,30,2391,2421
2021-12-26,Fresno,0.05,132,188,23,8,22,2391,2413
2021-12-26,Fresno,0.95,210,5050.049999999999,45,21,41,2391,2432
2022-01-02,Fresno,0.5,223,2281.5,38,14,45,2391,2436
2022-01-02,Fresno,0.05,178,290.94999999999993,27,8,34,2391,2425
2022-01-02,Fresno,0.95,273,7944.149999999998,51,21,58,2391,2449
2022-01-09,Fresno,0.5,322,3636,50,18,63,2391,2454
2022-01-09,Fresno,0.05,262,466.94999999999993,36,11,49,2391,2440
2022-01-09,Fresno,0.95,390,12883.849999999988,65,25,78,2391,2469
2022-01-16,Fresno,0.5,455,5273.5,68,24,87,2391,2478
2022-01-16,Fresno,0.05,373,649.8499999999998,51,16,71,2391,2462
2022-01-16,Fresno,0.95,547,18518.499999999993,86,33,105,2391,2496
2022-01-23,Fresno,0.5,564,5895,85,31,118,2391,2509
2022-01-23,Fresno,0.05,467,769.9499999999999,66,22,99,2391,2490
2022-01-23,Fresno,0.95,677,20921.29999999998,107,41,139,2391,2530
2022-01-30,Fresno,0.5,588,5211.5,94,37,155,2391,2546
2022-01-30,Fresno,0.05,490,664.8499999999998,74,27,133,2391,2524
2022-01-30,Fresno,0.95,702,18634.299999999996,117,48,179,2391,2570
2022-02-06,Fresno,0.5,530,4132,90,38,193,2391,2584
2022-02-06,Fresno,0.05,441,516,71,28,169,2391,2560
2022-02-06,Fresno,0.95,631,14535.099999999999,112,49,220,2391,2611
2022-02-13,Fresno,0.5,432,2965,79,34,228,2391,2619
2022-02-13,Fresno,0.05,355,379.94999999999993,61,25,200,2391,2591
2022-02-13,Fresno,0.95,516,10242.199999999997,98,45,258,2391,2649
2022-02-20,Fresno,0.5,329,2066.5,63,28,256,2391,2647
2022-02-20,Fresno,0.05,267,263,48,20,227,2391,2618
2022-02-20,Fresno,0.95,399,7229.149999999998,80,38,288,2391,2679
2022-02-27,Fresno,0.5,243,1434,48,22,279,2391,2670
2022-02-27,Fresno,0.05,193,198,35,15,248,2391,2639
2022-02-27,Fresno,0.95,299,5124.149999999998,62,31,313,2391,2704
2022-03-06,Fresno,0.5,179,1100.5,36,17,296,2391,2687
2022-03-06,Fresno,0.05,139,137.94999999999993,25,10,264,2391,2655
2022-03-06,Fresno,0.95,225,3907.149999999998,48,24,331,2391,2722
2022-03-13,Fresno,0.5,135,868,27,12,308,2391,2699
2022-03-13,Fresno,0.05,103,114,18,7,276,2391,2667
2022-03-13,Fresno,0.95,171,3120.0999999999985,37,19,345,2391,2736
2022-03-20,Fresno,0.5,104,713,20,9,318,2391,2709
2022-03-20,Fresno,0.05,78,89,13,5,285,2391,2676
2022-03-20,Fresno,0.95,133.04999999999927,2543.0999999999985,29,15,355.0499999999993,2391,2746.0499999999993
2022-03-27,Fresno,0.5,82,604,15,7,325,2391,2716
2022-03-27,Fresno,0.05,59,74,9,3,291,2391,2682
2022-03-27,Fresno,0.95,108,2149.0499999999993,23,12,363,2391,2754
2022-04-03,Fresno,0.5,66,530,12,5,331,2391,2722
2022-04-03,Fresno,0.05,46,67,6,2,296,2391,2687
2022-04-03,Fresno,0.95,89,1893.0499999999993,18,10,369,2391,2760
2022-04-10,Fresno,0.5,54,480,9,4,335,2391,2726
2022-04-10,Fresno,0.05,37,59,5,1,300,2391,2691
2022-04-10,Fresno,0.95,76,1663,15,8,374,2391,2765
